Корневой ИД заявки,ИД версии заявки,Номер заявки,Дата создания заявки в формате Timezone,Дата начала действия версии заявки в формате Timezone,Признак инцидента,Корневой идентификатор категории дефекта,Код категории дефекта,Идентификатор дефекта,Признак дефекта возврата на доработку,"Наименование категории срочности: Аварийная, Обычная",Наименование округа,Код округа,Наименование района,Код района,Наименование статуса заявки,Идентификатор корневой версии вида выполненных работ,Идентификатор корневой версии охранных мероприятий,Результативность,Кол-во возвратов на доработку,Дата закрытия,Отзыв,Оценка качества выполнения работ,Код оценки качества выполнения ра
73407886,73408757,00000104/21,2021-01-01 01:28:21.60904+03,2021-01-01 03:38:27.619059+03,Да,53,,1718,Нет,Обычная,ЮВАО,500,Марьино,509,Закрыта,14981,,Выполнено,,2021-01-01 03:38:27.619059+03,,,
73407889,73408050,00000105/21,2021-01-01 01:29:08.053611+03,2021-01-01 01:52:51.068639+03,Нет,51,,1771,Нет,Обычная,СВАО,300,Алексеевский,301,Закрыта,15142,,Выполнено,,2021-01-01 01:52:51.068639+03,,,
73407896,73409394,00000106/21,2021-01-01 01:30:14.996735+03,2021-01-01 06:01:36.847407+03,Да,53,,2297,Нет,Обычная,ЮВАО,500,Выхино-Жулебино,504,Закрыта,15550,,Выполнено,,2021-01-01 06:01:36.847407+03,,,
73407902,73410305,00000107/21,2021-01-01 01:31:04.033847+03,2021-01-01 08:13:00.037339+03,Нет,59,,4336,Нет,Обычная,СВАО,300,Бибирево,304,Закрыта,18248,15378,Не выполнено по инициативе УК/ОО,,2021-01-01 08:13:00.037339+03,,,
73407906,73408627,00000108/21,2021-01-01 01:31:42.113712+03,2021-01-01 03:13:58.942684+03,Нет,54,,2435,Нет,Обычная,ЗелАО,1000,Матушкино,1009,Закрыта,"15009,15301,15307",14901,Выполнено,,2021-01-01 03:13:58.942684+03,,,
73407910,73408001,00000109/21,2021-01-01 01:32:37.996778+03,2021-01-01 01:45:04.437856+03,Нет,51,,1771,Нет,Обычная,ЮВАО,500,Марьино,509,Закрыта,15142,,Выполнено,,2021-01-01 01:45:04.437856+03,,,
73407913,73408744,00000110/21,2021-01-01 01:33:01.906059+03,2021-01-01 03:37:28.450518+03,Да,53,,2297,Нет,Обычная,ЮВАО,500,Марьино,509,Закрыта,14981,,Выполнено,,2021-01-01 03:37:28.450518+03,,,
73407919,73408769,00000111/21,2021-01-01 01:33:32.390426+03,2021-01-01 03:40:36.143939+03,Нет,1594,,2298,Нет,Обычная,ЮВАО,500,Марьино,509,Закрыта,18256,,Оказана консультация,,2021-01-01 03:40:36.143939+03,,,
73407927,73408047,00000112/21,2021-01-01 01:34:46.247966+03,2021-01-01 01:52:05.686497+03,Нет,51,,1771,Нет,Обычная,ЮВАО,500,Марьино,509,Закрыта,15142,,Выполнено,,2021-01-01 01:52:05.686497+03,,,
73407931,73408196,00000113/21,2021-01-01 01:35:05.001587+03,2021-01-01 02:10:40.605058+03,Нет,46,,2333,Да,Обычная,САО,200,Бескудниковский,203,Закрыта,15420,,Оказана консультация,,2021-01-01 02:10:40.605058+03,,,
73407934,73514302,00000114/21,2021-01-01 01:35:09.343165+03,2021-01-03 14:55:16.14734+03,Нет,57,,2019,Нет,Обычная,ЮЗАО,700,Зюзино,703,Закрыта,15676,,Выполнено,,2021-01-01 04:08:02.040278+03,Работы не выполнены,Плохо,bad
73407949,73409190,00000115/21,2021-01-01 01:36:26.56081+03,2021-01-01 05:14:46.974954+03,Да,53,,2297,Нет,Обычная,ЗАО,800,Филевский Парк,818,Закрыта,15313,,Выполнено,,2021-01-01 05:14:46.974954+03,,,
73407950,73408075,00000116/21,2021-01-01 01:36:35.997651+03,2021-01-01 01:56:26.490952+03,Нет,59,,1831,Да,Обычная,ЮАО,600,Бирюлево Западное,607,Закрыта,15420,,Оказана консультация,,2021-01-01 01:56:26.490952+03,,,
73407953,73408284,00000117/21,2021-01-01 01:37:03.663061+03,2021-01-01 02:19:48.864651+03,Нет,1594,,4094,Нет,Аварийная,ЮАО,600,Бирюлево Западное,607,Закрыта,18262,18426,Оказана консультация,,2021-01-01 02:19:48.864651+03,,,
73407958,73408062,00000118/21,2021-01-01 01:37:59.568767+03,2021-01-01 01:54:46.448994+03,Нет,51,,1771,Нет,Обычная,СВАО,300,Свиблово,313,Закрыта,15142,,Выполнено,,2021-01-01 01:54:46.448994+03,,,
73407964,73408130,00000119/21,2021-01-01 01:38:52.854927+03,2021-01-01 02:03:14.740784+03,Нет,51,,1771,Нет,Обычная,ЮВАО,500,Рязанский,513,Закрыта,15142,,Выполнено,,2021-01-01 02:03:14.740784+03,,,
73407967,73408535,00000120/21,2021-01-01 01:39:15.455717+03,2021-01-01 03:00:51.631384+03,Нет,59,,1822,Нет,Аварийная,ЦАО,100,Пресненский,106,Закрыта,15514,15404,Выполнено,,2021-01-01 03:00:51.631384+03,,,
73407973,73514299,00000121/21,2021-01-01 01:40:34.440066+03,2021-01-03 14:55:15.31429+03,Нет,53,,1718,Нет,Обычная,ЮВАО,500,Выхино-Жулебино,504,Закрыта,15550,,Выполнено,,2021-01-01 06:01:55.680032+03,,,
73407974,73408243,00000122/21,2021-01-01 01:40:38.193419+03,2021-01-01 02:15:42.015107+03,Нет,1594,,2229,Нет,Аварийная,ВАО,400,Ивановское,407,Закрыта,18248,15378,Не выполнено по инициативе УК/ОО,,2021-01-01 02:15:42.015107+03,,,
73407982,73408292,00000123/21,2021-01-01 01:41:22.094965+03,2021-01-01 02:20:40.970156+03,Нет,59,,1822,Нет,Аварийная,СВАО,300,Ярославский,317,Закрыта,15605,15404,Выполнено,,2021-01-01 02:20:40.970156+03,,,
73407985,73408832,00000124/21,2021-01-01 01:41:58.613473+03,2021-01-01 03:52:56.652106+03,Нет,53,,2297,Нет,Обычная,ВАО,400,Соколиная Гора,417,Закрыта,15121,,Выполнено,,2021-01-01 03:52:56.652106+03,,,
73407993,73408835,00000125/21,2021-01-01 01:42:57.907583+03,2021-01-01 03:53:16.985079+03,Нет,53,,2297,Нет,Обычная,ВАО,400,Соколиная Гора,417,Закрыта,15121,,Выполнено,,2021-01-01 03:53:16.985079+03,,,
73408003,73408006,00000126/21,2021-01-01 01:45:51.992974+03,2021-01-01 01:46:24.727147+03,Нет,56,,2261,Нет,Обычная,ВАО,400,Косино-Ухтомский,409,Закрыта,18256,,Оказана консультация,,2021-01-01 01:46:24.727147+03,,,
73408005,73427785,00000127/21,2021-01-01 01:46:13.921804+03,2021-01-01 15:45:08.918531+03,Нет,51,,1965,Нет,Обычная,САО,200,Хорошевский,217,Закрыта,15977,,Выполнено,,2021-01-01 15:45:08.918531+03,,,
73408008,73408194,00000128/21,2021-01-01 01:47:08.668903+03,2021-01-01 02:10:16.369134+03,Нет,51,,1771,Нет,Обычная,ЮАО,600,Орехово-Борисово Южное,617,Закрыта,15142,,Выполнено,,2021-01-01 02:10:16.369134+03,,,
73408010,73408071,00000129/21,2021-01-01 01:47:16.103726+03,2021-01-01 01:55:58.319275+03,Нет,51,,1771,Нет,Обычная,СВАО,300,Бибирево,304,Закрыта,15134,,Выполнено,,2021-01-01 01:55:58.319275+03,,,
73408019,73518669,00000130/21,2021-01-01 01:48:04.769546+03,2021-01-03 15:55:33.351575+03,Нет,51,,1777,Да,Обычная,ЗАО,800,Кунцево,807,Закрыта,15362,,Выполнено,,2021-01-01 04:52:30.255907+03,,,
73408020,73408758,00000131/21,2021-01-01 01:48:08.989333+03,2021-01-01 03:38:27.619059+03,Нет,53,,1718,Нет,Обычная,ЮВАО,500,Марьино,509,Закрыта,14981,,Выполнено,,2021-01-01 03:38:27.619059+03,,,
73408022,73408985,00000132/21,2021-01-01 01:49:16.48362+03,2021-01-01 04:29:05.694072+03,Нет,1595,,1924,Нет,Обычная,ЮВАО,500,Люблино,508,Закрыта,15420,15378,Оказана консультация,,2021-01-01 04:29:05.694072+03,,,
73408025,73409187,00000133/21,2021-01-01 01:49:26.160248+03,2021-01-01 05:14:09.860708+03,Да,53,,2297,Нет,Обычная,ЗАО,800,Филевский Парк,818,Закрыта,15313,,Выполнено,,2021-01-01 05:14:09.860708+03,,,
73408026,73408611,00000134/21,2021-01-01 01:49:34.411274+03,2021-01-01 03:11:51.882116+03,Нет,1595,,1924,Нет,Аварийная,ЮЗАО,700,Южное Бутово,711,Закрыта,16010,15225,Выполнено,,2021-01-01 03:11:51.882116+03,,,
73408027,73409244,00000135/21,2021-01-01 01:49:48.74217+03,2021-01-01 05:29:29.395231+03,Нет,51,,1777,Да,Обычная,ЦАО,100,Пресненский,106,Закрыта,15079,,Выполнено,,2021-01-01 05:29:29.395231+03,,,
73408034,73514295,00000136/21,2021-01-01 01:50:13.284459+03,2021-01-03 14:55:14.38103+03,Нет,53,,2297,Нет,Обычная,ВАО,400,Соколиная Гора,417,Закрыта,18256,,Оказана консультация,,2021-01-01 01:56:43.846068+03,,,
73408036,73408752,00000137/21,2021-01-01 01:50:17.890067+03,2021-01-01 03:37:28.450518+03,Нет,53,,2297,Нет,Обычная,ЮВАО,500,Марьино,509,Закрыта,14981,,Выполнено,,2021-01-01 03:37:28.450518+03,,,
73408039,73514294,00000138/21,2021-01-01 01:50:30.859807+03,2021-01-03 14:55:13.92308+03,Нет,1594,,2298,Нет,Обычная,ЗАО,800,Филевский Парк,818,Закрыта,15781,,Выполнено,,2021-01-01 19:23:55.644059+03,Работы выполнены,Хорошо,good
73408040,73408383,00000139/21,2021-01-01 01:50:52.664526+03,2021-01-01 02:34:09.664157+03,Нет,56,,2261,Нет,Обычная,ЮЗАО,700,Теплый Стан,709,Закрыта,15803,,Выполнено,,2021-01-01 02:34:09.664157+03,,,
73408044,73408225,00000140/21,2021-01-01 01:51:42.261602+03,2021-01-01 02:13:39.750258+03,Нет,53,,1718,Нет,Обычная,ЮВАО,500,Выхино-Жулебино,504,Закрыта,18256,,Оказана консультация,,2021-01-01 02:13:39.750258+03,,,
73408051,73408504,00000141/21,2021-01-01 01:53:34.337133+03,2021-01-01 02:56:30.424727+03,Нет,1594,,2157,Нет,Аварийная,САО,200,Беговой,202,Закрыта,18248,15378,Не выполнено по инициативе УК/ОО,,2021-01-01 02:56:30.424727+03,,,
73408053,73409395,00000142/21,2021-01-01 01:53:42.436201+03,2021-01-01 06:01:36.847407+03,Нет,53,,2297,Нет,Обычная,ЮВАО,500,Выхино-Жулебино,504,Закрыта,15550,,Выполнено,,2021-01-01 06:01:36.847407+03,,,
73408063,73408732,00000143/21,2021-01-01 01:54:55.001516+03,2021-01-01 03:34:32.899081+03,Нет,1594,,2298,Нет,Обычная,ЮВАО,500,Марьино,509,Закрыта,18256,,Оказана консультация,,2021-01-01 03:34:32.899081+03,,,
73408068,73408610,00000144/21,2021-01-01 01:55:31.745376+03,2021-01-01 03:11:50.226002+03,Нет,1594,,4094,Нет,Аварийная,СЗАО,900,Северное Тушино,904,Закрыта,18268,15378,Оказана консультация,,2021-01-01 03:11:50.226002+03,,,
73408077,73522387,00000145/21,2021-01-01 01:56:41.564568+03,2021-01-03 16:55:37.404062+03,Нет,1597,,2234,Нет,Обычная,СВАО,300,Ярославский,317,Закрыта,15213,,Выполнено,,2021-01-01 02:59:13.493313+03,,,
73408080,73411154,00000146/21,2021-01-01 01:56:55.521369+03,2021-01-01 09:12:18.249264+03,Нет,53,,2297,Нет,Обычная,ЮАО,600,Чертаново Центральное,620,Закрыта,15767,,Выполнено,,2021-01-01 09:12:18.249264+03,,,
73408081,73408223,00000147/21,2021-01-01 01:56:56.499418+03,2021-01-01 02:13:16.655874+03,Нет,53,,2297,Нет,Обычная,ЮВАО,500,Выхино-Жулебино,504,Закрыта,18256,,Оказана консультация,,2021-01-01 02:13:16.655874+03,,,
73408082,73408165,00000148/21,2021-01-01 01:56:56.986039+03,2021-01-01 02:08:00.727027+03,Нет,59,,2149,Да,Обычная,ЮЗАО,700,Черемушки,710,Закрыта,15605,,Выполнено,,2021-01-01 02:08:00.727027+03,,,
73408084,73423156,00000149/21,2021-01-01 01:57:13.037579+03,2021-01-01 14:11:40.83328+03,Нет,49,winter_works,3392,Нет,Обычная,САО,200,Тимирязевский,215,Закрыта,15615,,Выполнено,,2021-01-01 14:11:40.83328+03,,,
73408087,73409859,00000150/21,2021-01-01 01:57:35.831443+03,2021-01-01 07:28:06.050807+03,Нет,1594,,2228,Нет,Обычная,ЮВАО,500,Марьино,509,Закрыта,15781,15404,Выполнено,,2021-01-01 07:28:06.050807+03,,,
73408093,73408751,00000151/21,2021-01-01 01:57:58.948431+03,2021-01-01 03:37:28.450518+03,Нет,53,,2297,Нет,Обычная,ЮВАО,500,Марьино,509,Закрыта,14981,,Выполнено,,2021-01-01 03:37:28.450518+03,,,
73408095,73408367,00000152/21,2021-01-01 01:58:02.524794+03,2021-01-01 02:31:32.259659+03,Нет,51,,1776,Нет,Обычная,САО,200,Восточное Дегунино,206,Закрыта,15223,,Выполнено,,2021-01-01 02:31:32.259659+03,,,
73408097,73408107,00000153/21,2021-01-01 01:58:23.554959+03,2021-01-01 01:59:27.628914+03,Нет,56,,2261,Нет,Обычная,ЮЗАО,700,Теплый Стан,709,Закрыта,18256,,Оказана консультация,,2021-01-01 01:59:27.628914+03,,,
73408103,73408750,00000154/21,2021-01-01 01:58:57.07555+03,2021-01-01 03:37:28.450518+03,Нет,53,,2297,Нет,Обычная,ЮВАО,500,Марьино,509,Закрыта,14981,,Выполнено,,2021-01-01 03:37:28.450518+03,,,
73408108,73408417,00000155/21,2021-01-01 01:59:28.054821+03,2021-01-01 02:40:12.023804+03,Нет,1594,,2229,Нет,Аварийная,ВАО,400,Соколиная Гора,417,Закрыта,15420,15378,Оказана консультация,,2021-01-01 02:40:12.023804+03,,,
73408110,73408737,00000156/21,2021-01-01 01:59:45.005012+03,2021-01-01 03:35:40.357937+03,Нет,1594,,2298,Нет,Обычная,ЮВАО,500,Марьино,509,Закрыта,18256,,Оказана консультация,,2021-01-01 03:35:40.357937+03,,,
73408115,73433442,00000157/21,2021-01-01 02:00:02.785257+03,2021-01-01 17:47:56.993408+03,Нет,53,,2297,Нет,Обычная,ЗАО,800,Фили-Давыдково,819,Закрыта,"15313,15767",,Выполнено,,2021-01-01 17:47:56.993408+03,,,
73408117,73408749,00000158/21,2021-01-01 02:00:23.160206+03,2021-01-01 03:37:28.450518+03,Нет,53,,2297,Нет,Обычная,ЮВАО,500,Марьино,509,Закрыта,14981,,Выполнено,,2021-01-01 03:37:28.450518+03,,,
73408121,73408718,00000159/21,2021-01-01 02:01:15.809942+03,2021-01-01 03:31:38.857306+03,Нет,1594,,2298,Нет,Обычная,ЮВАО,500,Марьино,509,Закрыта,15349,,Выполнено,,2021-01-01 03:31:38.857306+03,,,
73408128,73513983,00000160/21,2021-01-01 02:02:45.234854+03,2021-01-03 14:50:46.042944+03,Нет,53,,2297,Нет,Обычная,ЗАО,800,Филевский Парк,818,Закрыта,18268,,Оказана консультация,,2021-01-01 02:38:20.109268+03,Работы выполнены,Хорошо,good
73408129,73409864,00000161/21,2021-01-01 02:03:02.936598+03,2021-01-01 07:28:49.163279+03,Нет,1594,,2298,Нет,Обычная,ЮВАО,500,Марьино,509,Закрыта,15781,,Выполнено,,2021-01-01 07:28:49.163279+03,,,
73408133,73408748,00000162/21,2021-01-01 02:03:37.671741+03,2021-01-01 03:37:28.450518+03,Нет,53,,2297,Нет,Обычная,ЮВАО,500,Марьино,509,Закрыта,14981,,Выполнено,,2021-01-01 03:37:28.450518+03,,,
73408148,73408747,00000163/21,2021-01-01 02:05:55.718007+03,2021-01-01 03:37:28.450518+03,Нет,53,,2297,Нет,Обычная,ЮВАО,500,Марьино,509,Закрыта,14981,,Выполнено,,2021-01-01 03:37:28.450518+03,,,
73408152,73408353,00000164/21,2021-01-01 02:06:19.199015+03,2021-01-01 02:29:25.954765+03,Нет,50,,2241,Да,Обычная,ЗАО,800,Дорогомилово,805,Закрыта,18254,,Не выполнено по инициативе жителя,,2021-01-01 02:29:25.954765+03,,,
73408157,73409191,00000165/21,2021-01-01 02:07:08.697623+03,2021-01-01 05:14:46.974954+03,Нет,53,,2297,Нет,Обычная,ЗАО,800,Филевский Парк,818,Закрыта,15313,,Выполнено,,2021-01-01 05:14:46.974954+03,,,
73408161,73514293,00000166/21,2021-01-01 02:07:44.949354+03,2021-01-03 14:55:13.489052+03,Нет,1594,,2213,Да,Обычная,СВАО,300,Марьина Роща,309,Закрыта,18261,,Не выполнено по инициативе жителя,,2021-01-01 02:20:41.76224+03,Работы выполнены,Хорошо,good
73408163,73408462,00000167/21,2021-01-01 02:07:54.592703+03,2021-01-01 02:49:25.763447+03,Нет,51,,1777,Да,Обычная,САО,200,Дмитровский,208,Закрыта,18361,,Выполнено,,2021-01-01 02:49:25.763447+03,,,
